ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Гордеева Диана Михайловна,Улица Кравченко,20,134,1997,,,,,
Шишкин Константин Павлович,Улица Крупской,19,163,1995,,,,,
Попов Даниил Михайлович,Улица Крупской,19,254,2004,,,,,
Павлов Евгений Кириллович,Улица Академика Пилюгина,17,93,1959,,,,,
Васильева Вероника Мироновна,Улица Строителей,16,199,1983,,,,,
Копылов Григорий Платонович,Улица Крупской,29,224,2005,,,,,
Рыбаков Фёдор Дмитриевич,Нахимовский проспект,1,199,1953,,,,,
Колесников Георгий Маркович,Ленинский проспект,4,6,1956,,,,,
Иванов Дмитрий Ярославович,Улица Строителей,13,184,1963,,,,,
Семенова Виктория Ивановна,Нахимовский проспект,7,145,1994,,,,,
Гордеева Диана Михайловна,Улица Строителей,7,222,2001,,,,,
Моисеева София Максимовна,Улица Вавилова,10,71,2001,,,,,
Никонова София Константиновна,Нахимовский проспект,11,212,1977,,,,,
Кожевников Иван Евгеньевич,Ленинский проспект,15,210,1977,,,,,
Орлов Георгий Иванович,Нахимовский проспект,19,48,1996,,,,,
Миронов Илья Мирославович,Улица Гарибальди,13,130,1976,,,,,
Шестаков Андрей Львович,Улица Крупской,18,78,1970,,,,,
Денисов Илья Дмитриевич,Ленинский проспект,20,51,1994,,,,,
Овчинникова Ольга Ильинична,Улица Панфёрова,8,179,1979,,,,,
Осипов Александр Тимофеевич,Улица Академика Пилюгина,2,271,1975,,,,,
Симонов Роман Андреевич,Улица Марии Ульяновой,16,197,1954,,,,,
Филимонова Анна Владимировна,Улица Крупской,21,222,1952,,,,,
Максимова Полина Максимовна,Улица Кравченко,29,19,2002,,,,,
Озеров Григорий Иванович,Улица Гарибальди,18,12,1987,,,,,
Беляева Ева Данииловна,Улица Архитектора Власова,6,96,1965,,,,,
Романова Вероника Николаевна,Нахимовский проспект,21,80,2002,,,,,
Антонов Артём Платонович,Улица Кравченко,28,245,1992,,,,,
Козлова Виктория Дмитриевна,Улица Строителей,20,288,1967,,,,,
Никонова София Константиновна,Улица Архитектора Власова,2,20,1962,,,,,
Беляева Ева Данииловна,Улица Академика Пилюгина,17,298,1959,,,,,
Фирсова Василиса Марковна,Улица Марии Ульяновой,17,250,1993,,,,,
Литвинова Полина Лукинична,Проспект Вернадского,16,113,1995,,,,,
Григорьев Пётр Александрович,Улица Панфёрова,13,38,1986,,,,,
Жданов Кирилл Фёдорович,Улица Панфёрова,20,174,1980,,,,,
Козлов Глеб Матвеевич,Улица Гарибальди,14,244,1976,,,,,
Герасимов Артур Денисович,Улица Гарибальди,5,85,1966,,,,,
Филиппова Надежда Ярославовна,Улица Крупской,8,2,1967,,,,,
Максимова Полина Кирилловна,Улица Марии Ульяновой,4,22,1953,,,,,
Кудрявцева Анна Тимофеевна,Улица Крупской,13,62,1990,,,,,
Наумов Артём Константинович,Улица Архитектора Власова,12,129,1989,,,,,
Дорофеева Анна Фёдоровна,Улица Кравченко,24,160,1951,,,,,
Соколова Василиса Александровна,Улица Гарибальди,2,132,1985,,,,,
Матвеева Ева Андреевна,Улица Марии Ульяновой,21,190,1979,,,,,
Григорьев Пётр Александрович,Улица Вавилова,17,82,1960,,,,,
Денисов Алексей Романович,Улица Панфёрова,18,168,1951,,,,,
Громова Кира Антоновна,Улица Крупской,26,41,1971,,,,,
Самсонова Милана Матвеевна,Улица Архитектора Власова,6,266,1966,,,,,
Терентьева Арина Марковна,Нахимовский проспект,1,75,1990,,,,,
Родионова Дарья Александровна,Нахимовский проспект,17,72,1992,,,,,
Коротков Кирилл Мирославович,Улица Гарибальди,27,111,1977,,,,,
Романова Вероника Николаевна,Проспект Вернадского,24,286,1995,,,,,
