ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Соколов Михаил Романович,Ленинский проспект,20,65,1981,,,,,
Сергеев Гордей Ярославович,Улица Строителей,12,171,1950,,,,,
Андреева Ева Андреевна,Улица Гарибальди,11,16,1952,,,,,
Грачев Платон Русланович,Улица Крупской,27,145,1993,,,,,
Грачев Платон Русланович,Улица Вавилова,18,251,1966,,,,,
Громова Кира Антоновна,Улица Вавилова,13,143,1979,,,,,
Васильева София Николаевна,Улица Панфёрова,12,139,1958,,,,,
Платонова Алиса Степановна,Нахимовский проспект,21,180,1964,,,,,
Захаров Илья Никитич,Улица Гарибальди,11,168,1989,,,,,
Николаева Дарина Григорьевна,Улица Академика Пилюгина,5,134,1983,,,,,
Герасимов Андрей Матвеевич,Проспект Вернадского,25,81,1977,,,,,
Петрова Алиса Степановна,Улица Панфёрова,27,256,1968,,,,,
Иванов Максим Тимофеевич,Улица Гарибальди,14,69,1983,,,,,
Серебрякова Полина Ярославовна,Улица Крупской,24,85,1965,,,,,
Алексеев Матвей Яковлевич,Улица Архитектора Власова,3,63,1956,,,,,
Петров Георгий Николаевич,Нахимовский проспект,3,119,1973,,,,,
Платонова Алиса Степановна,Улица Панфёрова,1,183,1996,,,,,
Семенова Виктория Ивановна,Улица Панфёрова,3,38,1982,,,,,
Шишкин Константин Павлович,Улица Архитектора Власова,23,58,2003,,,,,
Туманов Сергей Михайлович,Улица Крупской,19,67,1958,,,,,
Алешина Кристина Евгеньевна,Улица Академика Пилюгина,29,30,2005,,,,,
Анохина Полина Кирилловна,Ленинский проспект,3,16,1993,,,,,
Симонов Роман Андреевич,Улица Гарибальди,21,159,1950,,,,,
Коротков Кирилл Мирославович,Улица Строителей,18,88,1951,,,,,
Куликов Ярослав Фёдорович,Улица Вавилова,19,227,1999,,,,,
Новикова Елизавета Дмитриевна,Ленинский проспект,27,80,1956,,,,,
Сидоров Матвей Даниилович,Улица Строителей,23,210,2000,,,,,
Левин Максим Богданович,Улица Гарибальди,25,190,1967,,,,,
Васильев Кирилл Ильич,Улица Академика Пилюгина,15,68,1953,,,,,
Осипов Вадим Борисович,Ленинский проспект,4,279,1953,,,,,
Белова София Львовна,Улица Кравченко,12,8,2003,,,,,
Абрамова Кристина Андреевна,Улица Кравченко,29,151,1994,,,,,
Серебрякова Дарья Георгиевна,Ленинский проспект,15,253,1957,,,,,
Грачев Платон Русланович,Нахимовский проспект,22,104,1967,,,,,
Новикова Кристина Васильевна,Ленинский проспект,17,221,1959,,,,,
Анохина Полина Кирилловна,Улица Крупской,17,188,1984,,,,,
Самсонова Милана Матвеевна,Улица Архитектора Власова,21,39,1964,,,,,
Герасимов Андрей Матвеевич,Улица Кравченко,25,138,1954,,,,,
Матвеева Ева Андреевна,Улица Строителей,5,12,1996,,,,,
Захаров Николай Александрович,Улица Академика Пилюгина,15,81,1972,,,,,
Голиков Лев Никитич,Улица Марии Ульяновой,15,98,1996,,,,,
Смирнова Полина Максимовна,Улица Архитектора Власова,2,111,1995,,,,,
Иванова Татьяна Юрьевна,Улица Архитектора Власова,28,188,1975,,,,,
Сидоров Матвей Даниилович,Нахимовский проспект,1,1,1980,,,,,
Жданов Илья Михайлович,Улица Вавилова,12,29,2003,,,,,
Петровская Анастасия Макаровна,Нахимовский проспект,30,293,1953,,,,,
Куликова Мария Никитична,Нахимовский проспект,1,155,1983,,,,,
Васильева Вероника Мироновна,Проспект Вернадского,13,232,1981,,,,,
Попов Илья Матвеевич,Улица Академика Пилюгина,24,123,1965,,,,,
