ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Николаева Валерия Владимировна,Улица Кравченко,22,53,2002,,,,,
Максимова Алиса Ярославовна,Улица Архитектора Власова,30,42,1994,,,,,
Островский Макар Глебович,Нахимовский проспект,20,133,1954,,,,,
Козлов Глеб Матвеевич,Нахимовский проспект,19,112,1995,,,,,
Орлов Игорь Александрович,Улица Марии Ульяновой,26,213,2001,,,,,
Платонова Алиса Степановна,Улица Крупской,11,28,1986,,,,,
Петровская Анастасия Макаровна,Улица Строителей,10,78,1968,,,,,
Карпова Арина Григорьевна,Улица Панфёрова,17,61,1987,,,,,
Соловьева София Константиновна,Улица Вавилова,25,196,1993,,,,,
Самсонова Милана Матвеевна,Улица Строителей,24,7,1959,,,,,
Моисеева София Максимовна,Улица Кравченко,21,169,1952,,,,,
Максимова Полина Максимовна,Улица Гарибальди,8,205,1958,,,,,
Алешина Кристина Евгеньевна,Улица Строителей,25,206,1982,,,,,
Добрынин Дмитрий Тихонович,Улица Марии Ульяновой,27,288,1985,,,,,
Матвеева Ева Андреевна,Улица Марии Ульяновой,27,10,1977,,,,,
Алешина Кристина Евгеньевна,Улица Кравченко,24,130,2003,,,,,
Овчинникова Ольга Ильинична,Улица Архитектора Власова,28,3,1981,,,,,
Петрова Алиса Степановна,Нахимовский проспект,7,114,1997,,,,,
Левина Анна Александровна,Улица Крупской,10,41,1987,,,,,
Дорофеева Анна Фёдоровна,Улица Академика Пилюгина,16,175,1982,,,,,
Максимова Полина Кирилловна,Улица Марии Ульяновой,8,287,1986,,,,,
Селиванова Елизавета Марковна,Улица Архитектора Власова,28,187,1997,,,,,
Алексеев Матвей Яковлевич,Улица Строителей,10,178,1972,,,,,
Орлов Игорь Александрович,Улица Крупской,1,141,1973,,,,,
Иванов Даниил Олегович,Проспект Вернадского,2,87,1995,,,,,
Белова Анастасия Ивановна,Улица Панфёрова,8,181,1956,,,,,
Николаева Дарина Григорьевна,Улица Кравченко,22,232,1996,,,,,
Дьякова Анастасия Александровна,Улица Гарибальди,5,179,1961,,,,,
Гришина Кира Артемьевна,Проспект Вернадского,4,192,1992,,,,,
Дорофеев Никита Александрович,Улица Академика Пилюгина,19,137,1986,,,,,
Кукушкин Павел Львович,Улица Марии Ульяновой,20,176,1959,,,,,
Прохоров Андрей Арсеньевич,Улица Строителей,26,270,1961,,,,,
Баранова Майя Михайловна,Проспект Вернадского,18,95,1982,,,,,
Миронов Илья Мирославович,Улица Панфёрова,14,147,1970,,,,,
Захаров Николай Александрович,Проспект Вернадского,18,263,1972,,,,,
Захаров Илья Никитич,Улица Кравченко,5,264,1954,,,,,
Соколова Василиса Александровна,Проспект Вернадского,7,84,1956,,,,,
Васильева София Марковна,Улица Академика Пилюгина,17,224,1972,,,,,
Филиппова София Максимовна,Улица Марии Ульяновой,12,165,1964,,,,,
Левин Сергей Ильич,Улица Марии Ульяновой,27,191,1996,,,,,
Тарасова Арина Глебовна,Проспект Вернадского,29,237,1987,,,,,
Самсонова Милана Матвеевна,Проспект Вернадского,22,171,1982,,,,,
Герасимов Андрей Матвеевич,Улица Панфёрова,15,240,2005,,,,,
Овчинникова Дарья Ильинична,Улица Марии Ульяновой,13,257,1957,,,,,
Жданов Кирилл Фёдорович,Улица Гарибальди,1,175,1999,,,,,
Шишкин Константин Павлович,Улица Крупской,1,230,1978,,,,,
Орлов Игорь Александрович,Улица Архитектора Власова,19,248,1956,,,,,
Жданов Илья Михайлович,Улица Марии Ульяновой,29,136,1963,,,,,
Крючков Вячеслав Андреевич,Ленинский проспект,29,271,1951,,,,,
